Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2016-08-15 15:53:04.08,2016-08-15 17:53:04.08,35.77294999361038,54.261976,16.412634,5,47.91393957410523,3,130.5303974479166,7.119999885559082,6.817401491566614,344.1796875,258.6485900878906,254.0160522460938,89,-60.63842688660928
2016-08-15 15:53:05.06,2016-08-15 17:53:05.06,36.7543939948082,54.262045,16.412615,5,48.37685928917037,3,138.4028067509657,6.179999828338623,6.817401491566614,344.8828125,258.6485900878906,254.0160522460938,89,-63.85983859948976
2016-08-15 15:53:06.05,2016-08-15 17:53:06.05,37.74472600221634,54.262091,16.412590,5,47.3807211654391,3,143.6791163817715,4.949999809265137,6.817401491566614,344.53125,258.6485900878906,254.0160522460938,89,-62.73423696806466
2016-08-15 15:53:07.06,2016-08-15 17:53:07.06,38.75780600309372,54.262137,16.412568,5,47.15762302210265,3,149.0031455465335,4.400000095367432,6.817401491566614,344.1796875,258.6485900878906,254.0160522460938,89,-61.24968760341653
2016-08-15 15:53:08.54,2016-08-15 17:53:08.54,38.75780600309372,54.262137,16.412568,5,47.22289065247381,3,149.0031455465335,4.400000095367432,4.709214915090098,344.1796875,258.6485900878906,254.0160522460938,89,-61.24968760341653
2016-08-15 15:53:09.05,2016-08-15 17:53:09.05,40.74386298656464,54.262203,16.412534,5,47.20911868554674,3,156.7652033609102,4.460000038146973,4.709214915090098,344.8828125,258.6485900878906,254.0160522460938,89,-61.84594309094794
2016-08-15 15:53:11.06,2016-08-15 17:53:11.06,42.74979501962662,54.262279,16.412504,5,47.25391057401535,3,165.350047658029,4.349999904632568,4.709214915090098,344.8828125,258.6485900878906,254.0160522460938,89,-63.23779468165887
2016-08-15 15:53:13.06,2016-08-15 17:53:13.06,44.75587296485901,54.262352,16.412475,5,47.06803245707941,3,173.7272019985912,4.230000019073486,4.709214915090098,344.1796875,258.6485900878906,254.0160522460938,89,-64.82995653922386
2016-08-15 15:53:15.05,2016-08-15 17:53:15.05,46.74670600891113,54.262405,16.412449,5,47.40464501686496,3,179.8851380329367,3.789999961853027,4.709214915090098,347.6953125,258.6485900878906,254.0160522460938,89,-60.49792956888737
2016-08-15 15:53:18.06,2016-08-15 17:53:18.06,49.75237900018692,54.262465,16.412435,5,47.85679308259181,3,186.5934896473435,2.339999914169312,4.709214915090098,355.78125,258.6485900878906,254.0160522460938,89,-63.5991377867468
2016-08-15 15:53:23.56,2016-08-15 17:53:23.56,49.75237900018692,54.262465,16.412435,5,47.91894256385196,3,186.5934896473435,2.339999914169312,0,355.78125,258.6485900878906,254.0160522460938,89,-63.5991377867468
